project,run_dir,run_start_ts,run_group,env,seed,subgoal,critic_type,gap,wmax,horizon_K,h_a,train_N,train_eval_N,lambda,kappa_b,kappa_d,gamma,batch_size,train_epochs,final_eval_episodes,config_key,duplicate_index,duplicate_count,eval_epoch,eval_n,eval_episodes,eval_score_type,IDM,ACTOR,idm_tasks,actor_tasks,eval_timestamp,eval_source
Pathbridger_flow,20260618_025240_seed0_cube-triple-play-v0,2026-06-18T02:52:40,FlowGap10W5N1TRL_rd_sd_cube_triple,cube-triple-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.8,0.8,0.995,4096,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_triple|env=cube-triple-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.20800000000000002,0.18400000000000002,"1:0.6400,2:0.2000,3:0.1600,4:0.0400,5:0.0000","1:0.5200,2:0.1600,3:0.2000,4:0.0000,5:0.0400",2026-06-18T01:53:39Z,eval_results_json
Pathbridger_flow,20260618_025240_seed0_cube-triple-play-v0,2026-06-18T02:52:40,FlowGap10W5N1TRL_rd_sd_cube_triple,cube-triple-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.8,0.8,0.995,4096,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_triple|env=cube-triple-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.30400000000000005,0.264,"1:0.7600,2:0.3200,3:0.2800,4:0.0800,5:0.0800","1:0.6400,2:0.2800,3:0.3200,4:0.0400,5:0.0400",2026-06-18T06:42:39Z,eval_results_json
Pathbridger_flow,20260618_025240_seed0_cube-triple-play-v0,2026-06-18T02:52:40,FlowGap10W5N1TRL_rd_sd_cube_triple,cube-triple-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.8,0.8,0.995,4096,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_triple|env=cube-triple-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.312,0.336,"1:0.7200,2:0.3200,3:0.3600,4:0.1200,5:0.0400","1:0.9200,2:0.2800,3:0.3600,4:0.0400,5:0.0800",2026-06-18T06:53:43Z,eval_results_json
Pathbridger_flow,20260618_025240_seed0_cube-triple-play-v0,2026-06-18T02:52:40,FlowGap10W5N1TRL_rd_sd_cube_triple,cube-triple-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.8,0.8,0.995,4096,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_triple|env=cube-triple-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.28800000000000003,0.296,"1:0.6800,2:0.3600,3:0.3200,4:0.0400,5:0.0400","1:0.7200,2:0.2800,3:0.4000,4:0.0800,5:0.0000",2026-06-18T07:05:11Z,eval_results_json
Pathbridger_flow,20260618_025240_seed0_cube-triple-play-v0,2026-06-18T02:52:40,FlowGap10W5N1TRL_rd_sd_cube_triple,cube-triple-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.8,0.8,0.995,4096,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_triple|env=cube-triple-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,1,600,32,25,transitive_ratio,0.31999999999999995,0.272,"1:0.6800,2:0.3200,3:0.4400,4:0.1600,5:0.0000","1:0.7600,2:0.2400,3:0.3200,4:0.0400,5:0.0000",2026-06-18T07:16:45Z,eval_results_json
Pathbridger_flow,20260618_201856_seed0_puzzle-3x3-play-v0,2026-06-18T20:18:56,FlowG5W5K5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,5,5,5,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5K5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=5|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.064,0.032,"1:0.3200,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.1600,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-18T17:00:58Z,eval_results_json
Pathbridger_flow,20260618_201856_seed0_puzzle-3x3-play-v0,2026-06-18T20:18:56,FlowG5W5K5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,5,5,5,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5K5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=5|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.264,0.27999999999999997,"1:0.8000,2:0.2400,3:0.1600,4:0.0400,5:0.0800","1:0.7200,2:0.2400,3:0.1200,4:0.1600,5:0.1600",2026-06-18T17:07:04Z,eval_results_json
Pathbridger_flow,20260618_201856_seed0_puzzle-3x3-play-v0,2026-06-18T20:18:56,FlowG5W5K5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,5,5,5,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5K5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=5|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.4800000000000001,0.496,"1:0.8800,2:0.5600,3:0.4400,4:0.2400,5:0.2800","1:0.8800,2:0.4000,3:0.3600,4:0.4000,5:0.4400",2026-06-18T17:12:17Z,eval_results_json
Pathbridger_flow,20260618_201856_seed0_puzzle-3x3-play-v0,2026-06-18T20:18:56,FlowG5W5K5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,5,5,5,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5K5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=5|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.648,0.632,"1:1.0000,2:0.6400,3:0.6000,4:0.5600,5:0.4400","1:1.0000,2:0.6400,3:0.6400,4:0.3200,5:0.5600",2026-06-18T17:16:52Z,eval_results_json
Pathbridger_flow,20260619_021654_seed0_puzzle-3x3-play-v0,2026-06-19T02:16:54,FlowG5W5K10TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,5,10,10,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5K10TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=10|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.05600000000000001,0.048,"1:0.2800,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.2400,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-19T02:15:18Z,eval_results_json
Pathbridger_flow,20260619_021654_seed0_puzzle-3x3-play-v0,2026-06-19T02:16:54,FlowG5W5K10TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,5,10,10,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5K10TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=10|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.312,0.248,"1:0.7600,2:0.2800,3:0.0400,4:0.1200,5:0.3600","1:0.8000,2:0.1200,3:0.1200,4:0.0400,5:0.1600",2026-06-19T02:21:20Z,eval_results_json
Pathbridger_flow,20260619_021654_seed0_puzzle-3x3-play-v0,2026-06-19T02:16:54,FlowG5W5K10TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,5,10,10,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5K10TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=10|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.4959999999999999,0.41600000000000004,"1:0.8400,2:0.4800,3:0.4800,4:0.3600,5:0.3200","1:0.9200,2:0.3600,3:0.2400,4:0.2800,5:0.2800",2026-06-19T02:26:41Z,eval_results_json
Pathbridger_flow,20260619_021654_seed0_puzzle-3x3-play-v0,2026-06-19T02:16:54,FlowG5W5K10TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,5,10,10,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5K10TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=10|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.5519999999999999,0.592,"1:1.0000,2:0.4400,3:0.5600,4:0.4000,5:0.3600","1:1.0000,2:0.5200,3:0.4800,4:0.4400,5:0.5200",2026-06-19T02:31:24Z,eval_results_json
Pathbridger_flow,20260619_225308_seed0_puzzle-3x3-play-v0,2026-06-19T22:53:08,FlowG5W5H5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,5,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=5|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.0,0.0,"1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-19T17:32:25Z,eval_results_json
Pathbridger_flow,20260619_225308_seed0_puzzle-3x3-play-v0,2026-06-19T22:53:08,FlowG5W5H5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,5,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=5|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.064,0.04,"1:0.2000,2:0.0400,3:0.0000,4:0.0400,5:0.0400","1:0.2000,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-19T17:39:31Z,eval_results_json
Pathbridger_flow,20260619_225308_seed0_puzzle-3x3-play-v0,2026-06-19T22:53:08,FlowG5W5H5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,5,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=5|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.296,0.312,"1:0.5200,2:0.2800,3:0.2000,4:0.2800,5:0.2000","1:0.5600,2:0.3600,3:0.1600,4:0.2000,5:0.2800",2026-06-19T17:45:51Z,eval_results_json
Pathbridger_flow,20260619_225308_seed0_puzzle-3x3-play-v0,2026-06-19T22:53:08,FlowG5W5H5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,5,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=5|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.384,0.4800000000000001,"1:0.5200,2:0.3200,3:0.3200,4:0.3200,5:0.4400","1:0.7200,2:0.5200,3:0.3600,4:0.2800,5:0.5200",2026-06-19T17:51:41Z,eval_results_json
Pathbridger_flow,20260620_025143_seed0_puzzle-3x3-play-v0,2026-06-20T02:51:43,FlowG5W5H10TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,10,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H10TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=10|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.008,0.0,"1:0.0400,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-19T21:53:46Z,eval_results_json
Pathbridger_flow,20260620_025143_seed0_puzzle-3x3-play-v0,2026-06-20T02:51:43,FlowG5W5H10TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,10,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H10TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=10|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.11200000000000002,0.088,"1:0.2400,2:0.1600,3:0.0400,4:0.0800,5:0.0400","1:0.2400,2:0.1200,3:0.0400,4:0.0400,5:0.0000",2026-06-19T22:00:45Z,eval_results_json
Pathbridger_flow,20260620_025143_seed0_puzzle-3x3-play-v0,2026-06-20T02:51:43,FlowG5W5H10TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,10,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H10TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=10|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.288,0.35200000000000004,"1:0.6000,2:0.2800,3:0.2400,4:0.1600,5:0.1600","1:0.5600,2:0.4800,3:0.2400,4:0.3600,5:0.1200",2026-06-19T22:06:53Z,eval_results_json
Pathbridger_flow,20260620_025143_seed0_puzzle-3x3-play-v0,2026-06-20T02:51:43,FlowG5W5H10TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,10,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H10TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=10|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.44800000000000006,0.512,"1:0.7200,2:0.3600,3:0.4400,4:0.3200,5:0.4000","1:0.6400,2:0.4800,3:0.5200,4:0.4800,5:0.4400",2026-06-19T22:12:23Z,eval_results_json
Pathbridger_flow,20260620_071224_seed0_puzzle-4x4-play-v0,2026-06-20T07:12:24,FlowG5W5H5TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,5,5,4,4,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H5TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=5|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.0,0.0,"1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-20T02:02:28Z,eval_results_json
Pathbridger_flow,20260620_071224_seed0_puzzle-4x4-play-v0,2026-06-20T07:12:24,FlowG5W5H5TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,5,5,4,4,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H5TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=5|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.008,0.0,"1:0.0400,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-20T02:10:22Z,eval_results_json
Pathbridger_flow,20260620_071224_seed0_puzzle-4x4-play-v0,2026-06-20T07:12:24,FlowG5W5H5TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,5,5,4,4,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H5TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=5|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.064,0.055999999999999994,"1:0.1200,2:0.0800,3:0.1200,4:0.0000,5:0.0000","1:0.0800,2:0.0800,3:0.0800,4:0.0400,5:0.0000",2026-06-20T02:18:11Z,eval_results_json
Pathbridger_flow,20260620_071224_seed0_puzzle-4x4-play-v0,2026-06-20T07:12:24,FlowG5W5H5TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,5,5,4,4,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H5TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=5|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.096,0.152,"1:0.2000,2:0.0400,3:0.1200,4:0.0400,5:0.0800","1:0.3600,2:0.0000,3:0.2000,4:0.0800,5:0.1200",2026-06-20T02:25:58Z,eval_results_json
Pathbridger_flow,20260620_112559_seed0_puzzle-4x4-play-v0,2026-06-20T11:25:59,FlowG5W5H10TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,10,5,4,4,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H10TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=10|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.0,0.0,"1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-20T06:39:34Z,eval_results_json
Pathbridger_flow,20260620_112559_seed0_puzzle-4x4-play-v0,2026-06-20T11:25:59,FlowG5W5H10TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,10,5,4,4,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H10TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=10|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.024,0.016,"1:0.0800,2:0.0000,3:0.0000,4:0.0000,5:0.0400","1:0.0000,2:0.0000,3:0.0400,4:0.0000,5:0.0400",2026-06-20T06:47:33Z,eval_results_json
Pathbridger_flow,20260620_112559_seed0_puzzle-4x4-play-v0,2026-06-20T11:25:59,FlowG5W5H10TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,10,5,4,4,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H10TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=10|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.15999999999999998,0.176,"1:0.3200,2:0.1600,3:0.1200,4:0.0800,5:0.1200","1:0.3600,2:0.0800,3:0.2800,4:0.1200,5:0.0400",2026-06-20T06:55:09Z,eval_results_json
Pathbridger_flow,20260620_112559_seed0_puzzle-4x4-play-v0,2026-06-20T11:25:59,FlowG5W5H10TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,10,5,4,4,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H10TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=10|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.312,0.32000000000000006,"1:0.4400,2:0.3200,3:0.1600,4:0.4000,5:0.2400","1:0.6800,2:0.2800,3:0.2800,4:0.2800,5:0.0800",2026-06-20T07:02:17Z,eval_results_json
Pathbridger_flow,20260620_182946_seed0_puzzle-3x3-play-v0,2026-06-20T18:29:46,FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,10,1,1,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=1|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.055999999999999994,0.048,"1:0.2400,2:0.0000,3:0.0000,4:0.0000,5:0.0400","1:0.2400,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-20T12:37:29Z,eval_results_json
Pathbridger_flow,20260620_182946_seed0_puzzle-3x3-play-v0,2026-06-20T18:29:46,FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,10,1,1,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=1|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.2,0.184,"1:0.7600,2:0.1600,3:0.0400,4:0.0400,5:0.0000","1:0.5600,2:0.2000,3:0.0800,4:0.0000,5:0.0800",2026-06-20T12:41:56Z,eval_results_json
Pathbridger_flow,20260620_182946_seed0_puzzle-3x3-play-v0,2026-06-20T18:29:46,FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,10,1,1,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=1|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.31999999999999995,0.29600000000000004,"1:0.9200,2:0.3200,3:0.2000,4:0.0000,5:0.1600","1:0.7200,2:0.3200,3:0.1200,4:0.0800,5:0.2400",2026-06-20T12:46:13Z,eval_results_json
Pathbridger_flow,20260620_182946_seed0_puzzle-3x3-play-v0,2026-06-20T18:29:46,FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,5.0,5.0,25,10,1,1,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=5.0|wmax=5.0|h=25|train_n=1|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.36,0.32799999999999996,"1:0.9600,2:0.2800,3:0.1600,4:0.0800,5:0.3200","1:0.6000,2:0.4400,3:0.2000,4:0.1200,5:0.2800",2026-06-20T12:50:23Z,eval_results_json
Pathbridger_flow,20260620_215024_seed0_puzzle-4x4-play-v0,2026-06-20T21:50:24,FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,25,10,1,1,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=25|train_n=1|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.0,0.0,"1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000",2026-06-20T16:08:33Z,eval_results_json
Pathbridger_flow,20260620_215024_seed0_puzzle-4x4-play-v0,2026-06-20T21:50:24,FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,25,10,1,1,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=25|train_n=1|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.064,0.088,"1:0.2000,2:0.0400,3:0.0000,4:0.0400,5:0.0400","1:0.2000,2:0.0400,3:0.0800,4:0.0400,5:0.0800",2026-06-20T16:14:11Z,eval_results_json
Pathbridger_flow,20260620_215024_seed0_puzzle-4x4-play-v0,2026-06-20T21:50:24,FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,5.0,5.0,25,10,1,1,2.0,0.9,0.9,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowG5W5H25Ha10N1TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=5.0|wmax=5.0|h=25|train_n=1|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.07200000000000001,0.16799999999999998,"1:0.2000,2:0.0800,3:0.0800,4:0.0000,5:0.0000","1:0.4800,2:0.0000,3:0.2000,4:0.1600,5:0.0000",2026-06-20T16:19:44Z,eval_results_json
